Shipment_ID,Order_ID,Carrier,Ship_Mode,Ship_Date,Expected_Delivery,Actual_Delivery,Shipping_Cost,Weight_KG,Status,On_Time,Delay_Days
SHP00483,SO00701,Ecom Express,Sea,2026-02-01,2026-02-07,2026-02-12,1801.46,108.57,Delivered,No,5
SHP00484,SO00703,DTDC,Air,2025-03-28,2025-03-28,,863.97,444.05,Shipped,No,0
SHP00485,SO00704,DHL,Road,2025-09-04,2025-09-09,2025-09-13,1211.28,485.1,Delivered,No,4
SHP00486,SO00706,FedEx,Sea,2025-12-23,2025-12-23,,1419.31,321.56,Shipped,No,0
SHP00487,SO00707,DTDC,Sea,2025-04-17,2025-04-29,2025-05-01,1594.49,170.51,Delivered,No,2
SHP00488,SO00708,FedEx,Air,2025-08-06,2025-08-17,2025-08-22,121.99,415.82,Delivered,No,5
SHP00489,SO00709,FedEx,Air,2025-05-10,2025-05-16,2025-05-15,475.32,208.34,Delivered,Yes,0
SHP00490,SO00710,Delhivery,Road,2025-07-11,2025-07-22,2025-07-20,143.51,355.0,Delivered,Yes,0
SHP00491,SO00711,XpressBees,Air,2025-04-21,2025-05-03,2025-05-02,1967.9,481.7,Delivered,Yes,0
SHP00492,SO00712,DTDC,Rail,2025-06-16,2025-06-28,,1609.97,292.73,Shipped,No,0
SHP00493,SO00714,Ecom Express,Rail,2025-06-05,2025-06-14,2025-06-15,1696.24,130.99,Delivered,No,1
SHP00494,SO00715,DTDC,Air,2025-05-24,2025-05-23,2025-05-28,143.94,6.92,Delivered,No,5
SHP00495,SO00716,DHL,Air,2025-04-14,2025-04-15,2025-04-14,827.91,290.84,Delivered,Yes,0
SHP00496,SO00717,XpressBees,Air,2025-05-24,2025-06-01,2025-06-01,1801.6,155.59,Delivered,Yes,0
SHP00497,SO00718,Delhivery,Road,2025-08-20,2025-08-19,2025-08-20,1011.97,132.13,Delivered,No,1
SHP00498,SO00719,FedEx,Road,2025-12-30,2025-12-30,2025-12-28,1683.29,47.29,Delivered,Yes,0
SHP00499,SO00720,DTDC,Rail,2025-07-01,2025-07-07,2025-07-14,1675.37,347.92,Delivered,No,7
SHP00500,SO00721,FedEx,Sea,2025-09-15,2025-09-27,2025-10-01,905.83,185.99,Delivered,No,4
SHP00501,SO00723,Ecom Express,Air,2025-09-13,2025-09-12,,417.14,247.11,Shipped,No,0
SHP00502,SO00724,Ecom Express,Road,2025-10-18,2025-10-23,2025-10-21,1755.26,166.54,Delivered,Yes,0
SHP00503,SO00725,DTDC,Rail,2026-01-18,2026-01-21,2026-01-28,1882.33,429.91,Delivered,No,7
SHP00504,SO00726,DHL,Rail,2025-04-03,2025-04-14,2025-04-17,1446.57,124.27,Delivered,No,3
SHP00505,SO00727,Delhivery,Sea,2026-03-01,2026-03-04,2026-03-02,1819.03,473.44,Delivered,Yes,0
SHP00506,SO00728,FedEx,Road,2025-12-09,2025-12-19,2025-12-23,1016.62,277.83,Delivered,No,4
SHP00507,SO00729,DTDC,Rail,2025-03-31,2025-03-31,2025-04-02,970.36,183.93,Delivered,No,2
SHP00508,SO00730,DHL,Rail,2025-07-13,2025-07-14,,1782.78,124.54,Shipped,No,0
SHP00509,SO00732,Ecom Express,Sea,2025-03-24,2025-03-28,2025-03-29,443.78,467.07,Delivered,No,1
SHP00510,SO00735,DTDC,Air,2025-10-01,2025-09-29,,254.07,28.83,Shipped,No,0
SHP00511,SO00736,Delhivery,Air,2025-04-07,2025-04-18,2025-04-21,100.25,246.54,Delivered,No,3
SHP00512,SO00737,FedEx,Air,2025-07-16,2025-07-22,,55.97,317.19,Shipped,No,0
SHP00513,SO00738,XpressBees,Air,2025-06-29,2025-07-06,2025-07-07,346.84,120.05,Delivered,No,1
SHP00514,SO00739,FedEx,Sea,2025-04-28,2025-05-06,2025-05-11,1214.69,307.45,Delivered,No,5
SHP00515,SO00740,Delhivery,Sea,2026-03-09,2026-03-17,2026-03-24,1003.68,260.37,Delivered,No,7
SHP00516,SO00742,XpressBees,Rail,2025-03-19,2025-03-27,2025-03-26,1778.92,199.59,Delivered,Yes,0
SHP00517,SO00743,Delhivery,Air,2025-09-19,2025-09-24,,1766.1,130.74,Shipped,No,0
SHP00518,SO00744,Blue Dart,Air,2025-04-21,2025-05-01,2025-05-05,485.6,295.2,Delivered,No,4
SHP00519,SO00745,Ecom Express,Sea,2025-04-16,2025-04-15,2025-04-19,196.04,479.33,Delivered,No,4
SHP00520,SO00746,DHL,Road,2025-04-04,2025-04-15,2025-04-16,379.36,233.39,Delivered,No,1
SHP00521,SO00747,XpressBees,Sea,2025-10-30,2025-11-09,2025-11-12,891.48,9.82,Delivered,No,3
SHP00522,SO00749,Blue Dart,Air,2025-08-21,2025-09-01,2025-09-01,1462.13,10.15,Delivered,Yes,0
SHP00523,SO00751,XpressBees,Road,2025-10-11,2025-10-12,2025-10-10,1316.9,425.79,Delivered,Yes,0
SHP00524,SO00752,DTDC,Rail,2025-03-22,2025-03-25,2025-04-01,695.63,71.49,Delivered,No,7
SHP00525,SO00753,FedEx,Rail,2025-12-25,2026-01-02,2026-01-06,1104.81,404.25,Delivered,No,4
SHP00526,SO00754,Blue Dart,Road,2025-11-02,2025-11-11,2025-11-16,1353.92,225.17,Delivered,No,5
SHP00527,SO00755,Blue Dart,Rail,2025-04-09,2025-04-16,2025-04-15,1759.81,481.71,Delivered,Yes,0
SHP00528,SO00756,Delhivery,Air,2025-10-31,2025-11-02,,504.89,147.37,Shipped,No,0
SHP00529,SO00757,DTDC,Sea,2025-11-18,2025-11-23,2025-11-25,1580.55,152.21,Delivered,No,2
SHP00530,SO00760,Blue Dart,Road,2025-12-02,2025-12-04,2025-12-11,1446.4,112.68,Delivered,No,7
SHP00531,SO00763,Ecom Express,Sea,2025-05-03,2025-05-05,2025-05-05,786.6,322.23,Delivered,Yes,0
SHP00532,SO00764,FedEx,Air,2026-01-05,2026-01-11,,692.11,170.06,Shipped,No,0
SHP00533,SO00765,XpressBees,Sea,2025-04-27,2025-05-08,2025-05-12,646.62,196.48,Delivered,No,4
SHP00534,SO00766,DHL,Air,2025-11-16,2025-11-18,,1444.89,327.14,Shipped,No,0
SHP00535,SO00767,DHL,Air,2026-01-10,2026-01-11,2026-01-13,358.97,466.28,Delivered,No,2
SHP00536,SO00769,DHL,Sea,2025-08-13,2025-08-20,,1876.83,171.28,Shipped,No,0
SHP00537,SO00770,XpressBees,Road,2025-07-10,2025-07-10,2025-07-13,829.01,475.28,Delivered,No,3
SHP00538,SO00774,FedEx,Rail,2025-05-23,2025-05-26,2025-05-30,1589.51,448.8,Delivered,No,4
SHP00539,SO00776,DHL,Air,2025-06-30,2025-07-02,,1009.28,367.71,Shipped,No,0
SHP00540,SO00778,XpressBees,Sea,2025-05-27,2025-05-29,2025-06-01,222.82,189.36,Delivered,No,3
SHP00541,SO00779,DTDC,Rail,2025-10-01,2025-09-30,2025-10-04,1776.94,223.17,Delivered,No,4
SHP00542,SO00780,Ecom Express,Road,2025-09-07,2025-09-05,2025-09-06,655.35,367.66,Delivered,No,1
SHP00543,SO00781,XpressBees,Sea,2026-01-19,2026-01-22,2026-01-27,1127.11,377.85,Delivered,No,5
SHP00544,SO00782,DHL,Rail,2026-02-17,2026-02-16,2026-02-16,1419.77,458.32,Delivered,Yes,0
SHP00545,SO00783,Ecom Express,Rail,2025-08-13,2025-08-16,2025-08-15,624.43,168.71,Delivered,Yes,0
SHP00546,SO00784,Ecom Express,Road,2025-09-07,2025-09-06,,1123.54,97.22,Shipped,No,0
SHP00547,SO00786,DHL,Rail,2025-05-25,2025-05-29,2025-05-28,1961.18,495.06,Delivered,Yes,0
SHP00548,SO00787,Delhivery,Air,2026-02-24,2026-03-04,2026-03-03,283.62,129.12,Delivered,Yes,0
SHP00549,SO00789,Delhivery,Sea,2026-01-02,2026-01-10,2026-01-16,318.02,355.71,Delivered,No,6
SHP00550,SO00790,XpressBees,Rail,2025-09-24,2025-10-01,2025-10-08,407.45,278.17,Delivered,No,7
SHP00551,SO00792,DHL,Air,2025-10-01,2025-10-10,2025-10-08,1342.45,101.1,Delivered,Yes,0
SHP00552,SO00795,DTDC,Air,2025-10-29,2025-11-03,2025-11-03,1789.46,399.05,Delivered,Yes,0
SHP00553,SO00796,FedEx,Air,2025-12-27,2026-01-01,2026-01-05,1425.66,348.16,Delivered,No,4
SHP00554,SO00797,Delhivery,Sea,2025-11-09,2025-11-22,,197.62,31.53,Shipped,No,0
SHP00555,SO00798,Ecom Express,Road,2025-09-25,2025-10-03,2025-10-07,1863.31,138.94,Delivered,No,4
SHP00556,SO00801,Blue Dart,Air,2025-05-29,2025-06-11,2025-06-12,1232.05,74.91,Delivered,No,1
SHP00557,SO00802,Ecom Express,Rail,2025-12-25,2025-12-26,2025-12-31,583.08,43.94,Delivered,No,5
SHP00558,SO00803,DHL,Road,2025-05-04,2025-05-12,2025-05-18,1142.13,54.47,Delivered,No,6
SHP00559,SO00805,Ecom Express,Sea,2025-07-16,2025-07-26,2025-07-28,649.75,441.83,Delivered,No,2
SHP00560,SO00806,FedEx,Sea,2025-10-08,2025-10-20,2025-10-23,483.63,422.16,Delivered,No,3
SHP00561,SO00807,FedEx,Road,2025-06-18,2025-06-16,2025-06-16,743.31,336.82,Delivered,Yes,0
SHP00562,SO00808,Ecom Express,Air,2025-10-29,2025-11-05,,1041.31,223.9,Shipped,No,0
SHP00563,SO00811,XpressBees,Rail,2025-08-11,2025-08-15,2025-08-21,51.14,388.76,Delivered,No,6
SHP00564,SO00812,DHL,Rail,2025-12-01,2025-12-12,2025-12-15,1601.08,425.22,Delivered,No,3
SHP00565,SO00813,Ecom Express,Sea,2025-11-17,2025-11-21,,166.32,110.36,Shipped,No,0
SHP00566,SO00815,XpressBees,Sea,2026-01-27,2026-01-27,2026-02-02,473.69,194.83,Delivered,No,6
SHP00567,SO00817,Blue Dart,Road,2025-06-01,2025-06-07,,969.94,42.73,Shipped,No,0
SHP00568,SO00818,Blue Dart,Air,2026-01-29,2026-02-08,2026-02-15,1482.44,75.34,Delivered,No,7
SHP00569,SO00819,Blue Dart,Sea,2025-05-05,2025-05-04,2025-05-02,1432.13,320.81,Delivered,Yes,0
SHP00570,SO00820,Delhivery,Road,2025-04-17,2025-04-24,,565.63,121.42,Shipped,No,0
SHP00571,SO00821,Blue Dart,Rail,2025-03-16,2025-03-23,2025-03-25,915.05,81.4,Delivered,No,2
SHP00572,SO00822,DTDC,Rail,2026-03-14,2026-03-16,2026-03-20,1016.14,101.88,Delivered,No,4
SHP00573,SO00823,XpressBees,Sea,2025-09-24,2025-09-25,2025-09-26,557.84,456.25,Delivered,No,1
SHP00574,SO00824,FedEx,Air,2026-02-23,2026-02-28,,1355.91,383.06,Shipped,No,0
SHP00575,SO00825,Delhivery,Sea,2025-12-11,2025-12-14,2025-12-13,100.02,362.99,Delivered,Yes,0
SHP00576,SO00826,FedEx,Road,2025-11-13,2025-11-22,2025-11-25,854.02,255.62,Delivered,No,3
SHP00577,SO00827,DHL,Rail,2025-07-24,2025-07-31,2025-08-07,1326.81,213.6,Delivered,No,7
SHP00578,SO00828,DHL,Sea,2025-03-18,2025-03-25,,536.34,403.68,Shipped,No,0
SHP00579,SO00829,Delhivery,Sea,2025-09-24,2025-09-26,2025-10-01,983.15,164.58,Delivered,No,5
SHP00580,SO00830,FedEx,Road,2025-07-24,2025-07-28,2025-08-02,630.44,498.71,Delivered,No,5
SHP00581,SO00832,XpressBees,Air,2026-02-14,2026-02-23,2026-02-26,721.87,443.03,Delivered,No,3
SHP00582,SO00834,DTDC,Rail,2025-04-25,2025-04-27,2025-04-28,1762.24,389.89,Delivered,No,1
SHP00583,SO00835,Delhivery,Road,2025-08-06,2025-08-12,,1645.98,398.92,Shipped,No,0
SHP00584,SO00836,Ecom Express,Sea,2025-04-17,2025-04-19,2025-04-26,402.64,111.76,Delivered,No,7
SHP00585,SO00840,Ecom Express,Sea,2025-11-17,2025-11-17,,755.79,89.78,Shipped,No,0
SHP00586,SO00841,Blue Dart,Rail,2025-11-13,2025-11-16,2025-11-17,1364.71,129.6,Delivered,No,1
SHP00587,SO00842,DHL,Rail,2025-07-24,2025-07-29,2025-07-30,1286.1,255.33,Delivered,No,1
SHP00588,SO00843,Delhivery,Road,2025-06-13,2025-06-11,2025-06-12,925.43,310.28,Delivered,No,1
SHP00589,SO00844,Blue Dart,Road,2025-06-05,2025-06-08,2025-06-10,1330.57,314.38,Delivered,No,2
SHP00590,SO00846,DHL,Road,2025-09-28,2025-10-08,,145.73,289.4,Shipped,No,0
SHP00591,SO00847,DTDC,Air,2026-01-02,2026-01-07,2026-01-06,551.23,130.35,Delivered,Yes,0
SHP00592,SO00848,XpressBees,Sea,2025-06-28,2025-07-01,,1033.44,354.5,Shipped,No,0
SHP00593,SO00849,DHL,Air,2025-09-02,2025-09-04,2025-09-09,1892.49,364.41,Delivered,No,5
SHP00594,SO00850,DTDC,Sea,2025-09-11,2025-09-17,,1753.91,82.61,Shipped,No,0
SHP00595,SO00851,DTDC,Air,2025-09-29,2025-10-03,2025-10-02,1722.37,255.97,Delivered,Yes,0
SHP00596,SO00852,Blue Dart,Road,2025-11-21,2025-11-24,2025-11-28,928.95,425.72,Delivered,No,4
SHP00597,SO00853,Blue Dart,Road,2025-09-11,2025-09-13,2025-09-12,1320.3,324.48,Delivered,Yes,0
SHP00598,SO00854,Blue Dart,Road,2025-04-06,2025-04-14,2025-04-21,306.33,291.71,Delivered,No,7
SHP00599,SO00855,Ecom Express,Sea,2026-01-11,2026-01-12,,518.12,159.3,Shipped,No,0
SHP00600,SO00857,Blue Dart,Road,2025-06-19,2025-06-27,2025-06-28,168.34,307.84,Delivered,No,1
SHP00601,SO00858,XpressBees,Rail,2025-06-23,2025-06-22,2025-06-28,1541.07,151.12,Delivered,No,6
SHP00602,SO00860,DTDC,Sea,2025-11-06,2025-11-10,2025-11-16,1461.82,314.1,Delivered,No,6
SHP00603,SO00861,Ecom Express,Air,2025-09-09,2025-09-17,2025-09-16,1438.74,200.58,Delivered,Yes,0
SHP00604,SO00864,XpressBees,Rail,2025-09-14,2025-09-24,2025-09-28,389.49,83.2,Delivered,No,4
SHP00605,SO00867,DTDC,Sea,2026-01-06,2026-01-18,,267.29,222.99,Shipped,No,0
SHP00606,SO00868,DTDC,Road,2025-11-20,2025-11-28,2025-11-27,1574.99,268.74,Delivered,Yes,0
SHP00607,SO00869,Blue Dart,Sea,2025-11-12,2025-11-19,2025-11-19,1685.85,202.13,Delivered,Yes,0
SHP00608,SO00873,FedEx,Sea,2025-05-21,2025-05-30,2025-05-29,787.27,237.12,Delivered,Yes,0
SHP00609,SO00874,FedEx,Road,2025-11-05,2025-11-09,2025-11-16,1078.7,247.88,Delivered,No,7
SHP00610,SO00876,FedEx,Rail,2025-09-18,2025-09-26,2025-09-27,1412.46,490.69,Delivered,No,1
SHP00611,SO00880,FedEx,Air,2026-02-18,2026-02-22,2026-02-23,879.07,433.63,Delivered,No,1
SHP00612,SO00882,Ecom Express,Air,2026-01-01,2025-12-31,2025-12-30,380.75,373.49,Delivered,Yes,0
SHP00613,SO00883,Ecom Express,Sea,2026-01-28,2026-01-27,,1462.54,261.6,Shipped,No,0
SHP00614,SO00885,Delhivery,Sea,2025-04-27,2025-05-07,,1765.79,196.95,Shipped,No,0
SHP00615,SO00886,Ecom Express,Air,2025-08-13,2025-08-17,2025-08-17,320.3,156.35,Delivered,Yes,0
SHP00616,SO00887,Delhivery,Road,2025-12-01,2025-12-10,2025-12-15,552.39,202.71,Delivered,No,5
SHP00617,SO00889,Delhivery,Sea,2025-12-29,2025-12-29,2026-01-01,132.71,343.63,Delivered,No,3
SHP00618,SO00890,FedEx,Sea,2025-04-11,2025-04-19,2025-04-23,229.4,134.2,Delivered,No,4
SHP00619,SO00894,Ecom Express,Rail,2026-03-06,2026-03-14,2026-03-12,1238.88,167.32,Delivered,Yes,0
SHP00620,SO00895,Delhivery,Rail,2025-11-08,2025-11-08,2025-11-13,386.44,478.32,Delivered,No,5
SHP00621,SO00896,DHL,Air,2026-01-28,2026-01-29,2026-02-02,1581.04,94.96,Delivered,No,4
SHP00622,SO00897,XpressBees,Air,2025-06-25,2025-07-04,2025-07-05,1565.76,119.97,Delivered,No,1
SHP00623,SO00899,Blue Dart,Rail,2025-11-15,2025-11-27,2025-11-25,1991.47,239.43,Delivered,Yes,0
SHP00624,SO00901,XpressBees,Air,2025-10-29,2025-11-08,2025-11-11,724.43,157.69,Delivered,No,3
SHP00625,SO00902,DHL,Road,2025-07-08,2025-07-18,2025-07-19,1136.87,413.41,Delivered,No,1
SHP00626,SO00903,Blue Dart,Air,2025-07-07,2025-07-12,,229.55,302.03,Shipped,No,0
SHP00627,SO00905,FedEx,Sea,2025-06-19,2025-06-19,2025-06-21,897.83,236.34,Delivered,No,2
SHP00628,SO00906,DTDC,Road,2025-09-05,2025-09-18,2025-09-24,458.59,396.78,Delivered,No,6
SHP00629,SO00907,DTDC,Rail,2025-11-29,2025-12-05,2025-12-05,525.39,98.62,Delivered,Yes,0
SHP00630,SO00908,DTDC,Rail,2025-05-31,2025-06-03,,730.12,493.87,Shipped,No,0
SHP00631,SO00909,XpressBees,Road,2025-09-28,2025-10-04,2025-10-10,527.41,347.34,Delivered,No,6
SHP00632,SO00910,Ecom Express,Road,2025-08-16,2025-08-17,,222.66,50.57,Shipped,No,0
SHP00633,SO00911,Blue Dart,Rail,2025-08-08,2025-08-14,,836.82,164.09,Shipped,No,0
SHP00634,SO00912,XpressBees,Air,2026-02-08,2026-02-10,2026-02-15,1179.68,334.43,Delivered,No,5
SHP00635,SO00915,Blue Dart,Sea,2025-07-12,2025-07-21,2025-07-22,132.44,48.1,Delivered,No,1
SHP00636,SO00917,XpressBees,Sea,2026-01-09,2026-01-21,,752.73,266.66,Shipped,No,0
SHP00637,SO00919,Ecom Express,Road,2025-12-26,2025-12-28,,1126.12,93.71,Shipped,No,0
SHP00638,SO00921,FedEx,Rail,2025-05-29,2025-06-11,2025-06-15,693.01,185.76,Delivered,No,4
SHP00639,SO00923,XpressBees,Road,2025-06-13,2025-06-17,,1755.84,308.23,Shipped,No,0
SHP00640,SO00926,Delhivery,Road,2025-08-19,2025-08-26,2025-08-30,1026.08,118.02,Delivered,No,4
SHP00641,SO00928,Ecom Express,Rail,2025-12-15,2025-12-17,2025-12-23,658.21,155.06,Delivered,No,6
SHP00642,SO00930,Delhivery,Air,2025-06-05,2025-06-07,2025-06-09,1340.31,465.47,Delivered,No,2
SHP00643,SO00931,DHL,Road,2025-06-04,2025-06-08,,1725.9,380.8,Shipped,No,0
SHP00644,SO00932,Delhivery,Road,2025-05-08,2025-05-08,2025-05-13,102.89,410.43,Delivered,No,5
SHP00645,SO00934,XpressBees,Air,2025-04-08,2025-04-08,,324.18,496.13,Shipped,No,0
SHP00646,SO00935,Blue Dart,Road,2026-01-01,2025-12-30,2026-01-04,1239.16,70.5,Delivered,No,5
SHP00647,SO00936,FedEx,Air,2025-04-10,2025-04-20,2025-04-27,1667.54,133.54,Delivered,No,7
SHP00648,SO00938,Blue Dart,Road,2026-01-18,2026-01-20,2026-01-25,1534.36,315.53,Delivered,No,5
SHP00649,SO00939,FedEx,Sea,2025-12-11,2025-12-11,,1344.22,270.98,Shipped,No,0
SHP00650,SO00940,DHL,Air,2025-07-10,2025-07-16,2025-07-22,1179.1,103.92,Delivered,No,6
SHP00651,SO00941,DTDC,Road,2025-07-05,2025-07-10,2025-07-08,234.08,465.56,Delivered,Yes,0
SHP00652,SO00942,DHL,Road,2025-06-06,2025-06-17,2025-06-24,1204.49,252.89,Delivered,No,7
SHP00653,SO00943,Delhivery,Air,2025-11-14,2025-11-14,,769.71,1.79,Shipped,No,0
SHP00654,SO00945,Ecom Express,Rail,2025-06-24,2025-06-25,2025-07-02,731.28,149.38,Delivered,No,7
SHP00655,SO00946,DTDC,Air,2025-07-17,2025-07-26,,1139.68,376.11,Shipped,No,0
SHP00656,SO00947,Ecom Express,Sea,2026-01-14,2026-01-14,2026-01-12,117.15,119.12,Delivered,Yes,0
SHP00657,SO00948,Blue Dart,Air,2025-07-05,2025-07-11,2025-07-16,1735.64,163.7,Delivered,No,5
SHP00658,SO00949,Ecom Express,Rail,2025-09-12,2025-09-18,2025-09-24,1065.58,40.08,Delivered,No,6
SHP00659,SO00952,Ecom Express,Road,2026-02-14,2026-02-26,2026-03-01,1649.21,451.41,Delivered,No,3
SHP00660,SO00953,DHL,Road,2026-02-19,2026-02-23,2026-02-28,51.9,179.18,Delivered,No,5
SHP00661,SO00954,Blue Dart,Road,2025-10-04,2025-10-14,2025-10-13,249.59,441.24,Delivered,Yes,0
SHP00662,SO00955,FedEx,Rail,2025-06-25,2025-06-24,2025-06-28,1169.92,309.92,Delivered,No,4
SHP00663,SO00957,Ecom Express,Road,2025-10-06,2025-10-07,2025-10-12,209.9,341.86,Delivered,No,5
SHP00664,SO00959,Delhivery,Air,2025-10-15,2025-10-24,2025-10-28,788.91,495.6,Delivered,No,4
SHP00665,SO00960,Delhivery,Air,2025-03-27,2025-04-03,2025-04-09,1735.35,117.85,Delivered,No,6
SHP00666,SO00962,Blue Dart,Air,2025-08-10,2025-08-16,2025-08-21,1304.71,158.84,Delivered,No,5
SHP00667,SO00963,Ecom Express,Road,2026-02-13,2026-02-18,2026-02-22,1822.1,413.43,Delivered,No,4
SHP00668,SO00964,Delhivery,Rail,2025-10-24,2025-10-25,2025-10-25,1287.23,393.2,Delivered,Yes,0
SHP00669,SO00965,FedEx,Air,2026-01-26,2026-01-29,2026-02-04,870.06,260.16,Delivered,No,6
SHP00670,SO00966,FedEx,Air,2025-08-22,2025-08-31,2025-09-07,1793.0,412.18,Delivered,No,7
SHP00671,SO00970,DHL,Sea,2025-03-19,2025-03-31,2025-04-06,1266.93,146.35,Delivered,No,6
SHP00672,SO00971,Delhivery,Rail,2026-02-20,2026-02-20,2026-02-18,1281.75,491.53,Delivered,Yes,0
SHP00673,SO00972,Ecom Express,Rail,2025-12-08,2025-12-09,2025-12-15,1011.16,63.49,Delivered,No,6
SHP00674,SO00973,FedEx,Sea,2025-05-25,2025-05-26,2025-05-30,1894.55,186.12,Delivered,No,4
SHP00675,SO00974,Blue Dart,Road,2025-08-18,2025-08-19,,1969.71,395.62,Shipped,No,0
SHP00676,SO00975,Blue Dart,Road,2025-12-06,2025-12-08,2025-12-15,1599.05,172.27,Delivered,No,7
SHP00677,SO00977,DTDC,Road,2025-08-11,2025-08-13,2025-08-13,1370.46,498.78,Delivered,Yes,0
SHP00678,SO00980,Delhivery,Air,2025-10-23,2025-10-22,,1988.96,247.98,Shipped,No,0
SHP00679,SO00982,Blue Dart,Sea,2025-04-07,2025-04-09,2025-04-13,1125.17,350.64,Delivered,No,4
SHP00680,SO00983,Blue Dart,Rail,2025-08-25,2025-08-31,2025-09-05,1382.15,285.3,Delivered,No,5
SHP00681,SO00985,DHL,Road,2025-10-15,2025-10-18,2025-10-16,601.49,421.77,Delivered,Yes,0
SHP00682,SO00986,XpressBees,Sea,2025-05-03,2025-05-07,,1909.15,144.96,Shipped,No,0
SHP00683,SO00987,FedEx,Road,2026-01-06,2026-01-11,,438.1,49.52,Shipped,No,0
SHP00684,SO00989,FedEx,Road,2025-11-18,2025-11-27,2025-11-27,1305.7,289.79,Delivered,Yes,0
SHP00685,SO00990,Ecom Express,Sea,2025-06-29,2025-07-04,,1020.35,343.77,Shipped,No,0
SHP00686,SO00991,Delhivery,Rail,2025-04-21,2025-04-30,,191.39,253.93,Shipped,No,0
SHP00687,SO00992,XpressBees,Rail,2025-04-29,2025-05-09,,1033.36,488.1,Shipped,No,0
SHP00688,SO00993,Delhivery,Air,2025-06-26,2025-07-07,2025-07-05,1405.33,94.97,Delivered,Yes,0
SHP00689,SO00996,Blue Dart,Road,2025-10-31,2025-11-02,2025-11-03,77.32,498.31,Delivered,No,1
SHP00690,SO00997,Delhivery,Road,2025-05-15,2025-05-22,2025-05-26,1558.64,393.97,Delivered,No,4
SHP00691,SO00998,XpressBees,Rail,2025-11-20,2025-11-28,2025-11-27,1052.15,100.35,Delivered,Yes,0
SHP00692,SO00999,Ecom Express,Air,2026-02-06,2026-02-12,,982.6,107.57,Shipped,No,0
SHP00693,SO01000,DTDC,Road,2025-08-11,2025-08-19,,349.14,184.43,Shipped,No,0
