Order_ID,Product_ID,Customer_ID,Warehouse_ID,Order_Date,Expected_Delivery,Actual_Delivery,Quantity,Unit_Price,Discount_Pct,Total_Amount,Status,On_Time,Region
SO00409,PRD0024,CUST0012,WH005,2025-05-04,2025-05-18,,94,1118.49,0.06,98829.78,Shipped,No,Chennai
SO00410,PRD0071,CUST0004,WH003,2025-12-12,2025-12-25,,89,687.21,0.03,59326.84,Cancelled,No,Delhi
SO00411,PRD0007,CUST0146,WH005,2025-09-20,2025-10-04,2025-10-07,24,3299.83,0.16,66524.57,Delivered,No,Nagpur
SO00412,PRD0051,CUST0179,WH005,2025-05-28,2025-05-31,2025-06-06,74,2110.12,0.1,140533.99,Delivered,No,Lucknow
SO00413,PRD0071,CUST0117,WH008,2026-01-17,2026-01-25,,26,687.21,0.01,17688.79,Cancelled,No,Lucknow
SO00414,PRD0091,CUST0143,WH008,2025-10-31,2025-11-13,2025-11-13,14,4316.09,0.08,55591.24,Delivered,Yes,Kolkata
SO00415,PRD0079,CUST0167,WH004,2026-01-06,2026-01-13,2026-01-17,73,3243.13,0.18,194133.76,Delivered,No,Coimbatore
SO00416,PRD0052,CUST0102,WH008,2025-04-29,2025-04-30,,58,4858.41,0.01,278969.9,Cancelled,No,Mumbai
SO00417,PRD0036,CUST0192,WH007,2025-04-07,2025-04-16,,86,2595.06,0.08,205321.15,Cancelled,No,Coimbatore
SO00418,PRD0022,CUST0194,WH008,2025-03-27,2025-03-29,2025-04-03,12,1820.46,0.04,20971.7,Delivered,No,Kochi
SO00419,PRD0039,CUST0192,WH002,2025-12-14,2025-12-19,2025-12-19,46,3144.28,0.01,143190.51,Delivered,Yes,Coimbatore
SO00420,PRD0008,CUST0196,WH005,2025-10-10,2025-10-11,,35,3084.59,0.04,103642.22,Shipped,No,Kochi
SO00421,PRD0069,CUST0059,WH006,2025-06-14,2025-06-22,,33,1433.34,0.05,44935.21,Shipped,No,Chennai
SO00422,PRD0020,CUST0068,WH005,2026-02-16,2026-03-02,,83,4041.09,0.06,315285.84,Processing,No,Kolkata
SO00423,PRD0083,CUST0097,WH007,2025-09-26,2025-10-07,,44,3433.07,0.03,146523.43,Shipped,No,Lucknow
SO00424,PRD0100,CUST0141,WH003,2025-07-17,2025-07-24,,88,3938.86,0.18,284228.14,Cancelled,No,Ahmedabad
SO00425,PRD0053,CUST0195,WH003,2025-06-06,2025-06-07,2025-06-08,37,2816.55,0.1,93791.12,Delivered,No,Nagpur
SO00426,PRD0001,CUST0046,WH008,2025-04-17,2025-04-25,,34,3710.34,0.02,123628.53,Cancelled,No,Jaipur
SO00427,PRD0087,CUST0006,WH001,2025-10-29,2025-11-05,2025-11-05,66,2218.99,0.07,136201.61,Delivered,Yes,Hyderabad
SO00428,PRD0050,CUST0137,WH008,2025-04-14,2025-04-24,2025-04-25,92,1912.62,0.17,146047.66,Delivered,No,Kochi
SO00429,PRD0081,CUST0040,WH003,2025-05-16,2025-05-25,,93,2414.08,0.1,202058.5,Processing,No,Lucknow
SO00430,PRD0072,CUST0162,WH007,2025-05-31,2025-06-06,,82,1668.38,0.18,112181.87,Processing,No,Bangalore
SO00431,PRD0086,CUST0023,WH008,2025-08-13,2025-08-21,2025-08-28,95,1805.94,0.04,164701.73,Delivered,No,Bangalore
SO00432,PRD0064,CUST0183,WH007,2026-01-20,2026-01-25,,9,1528.35,0.13,11966.98,Cancelled,No,Coimbatore
SO00433,PRD0097,CUST0046,WH006,2025-05-09,2025-05-15,2025-05-21,95,1109.0,0.16,88498.2,Delivered,No,Jaipur
SO00434,PRD0029,CUST0191,WH006,2025-07-12,2025-07-15,2025-07-13,13,958.78,0.08,11467.01,Delivered,Yes,Bangalore
SO00435,PRD0001,CUST0082,WH003,2025-10-01,2025-10-06,,30,3710.34,0.0,111310.2,Cancelled,No,Delhi
SO00436,PRD0005,CUST0171,WH005,2025-07-09,2025-07-20,2025-07-20,78,1210.42,0.19,76474.34,Delivered,Yes,Lucknow
SO00437,PRD0010,CUST0072,WH004,2025-09-06,2025-09-14,,36,2761.16,0.06,93437.65,Cancelled,No,Chennai
SO00438,PRD0100,CUST0090,WH008,2025-12-08,2025-12-21,2025-12-22,30,3938.86,0.16,99259.27,Delivered,No,Kolkata
SO00439,PRD0054,CUST0174,WH001,2025-10-02,2025-10-05,,90,3658.33,0.06,309494.72,Processing,No,Mumbai
SO00440,PRD0049,CUST0042,WH006,2025-07-04,2025-07-15,,68,1070.46,0.09,66240.06,Shipped,No,Lucknow
SO00441,PRD0030,CUST0041,WH006,2025-05-07,2025-05-15,,83,4593.93,0.15,324101.76,Cancelled,No,Coimbatore
SO00442,PRD0056,CUST0137,WH007,2025-06-24,2025-07-06,2025-07-08,61,1966.0,0.19,97140.06,Delivered,No,Kochi
SO00443,PRD0063,CUST0041,WH004,2026-02-03,2026-02-06,2026-02-10,93,4575.75,0.05,404267.51,Delivered,No,Coimbatore
SO00444,PRD0081,CUST0171,WH006,2025-08-19,2025-08-29,,20,2414.08,0.16,40556.54,Shipped,No,Lucknow
SO00445,PRD0090,CUST0165,WH003,2026-02-11,2026-02-24,,66,3139.3,0.04,198906.05,Cancelled,No,Bangalore
SO00446,PRD0041,CUST0084,WH005,2025-11-23,2025-12-06,2025-12-05,73,4208.92,0.16,258090.97,Delivered,Yes,Ahmedabad
SO00447,PRD0057,CUST0121,WH006,2025-12-09,2025-12-16,,81,4906.51,0.18,325890.39,Shipped,No,Delhi
SO00448,PRD0001,CUST0114,WH006,2025-07-05,2025-07-16,2025-07-14,5,3710.34,0.12,16325.5,Delivered,Yes,Coimbatore
SO00449,PRD0009,CUST0123,WH008,2025-08-28,2025-09-05,,38,2934.73,0.06,104828.56,Processing,No,Hyderabad
SO00450,PRD0040,CUST0189,WH001,2025-04-11,2025-04-14,,66,3489.93,0.03,223425.32,Processing,No,Mumbai
SO00451,PRD0039,CUST0199,WH003,2026-02-26,2026-03-08,2026-03-07,49,3144.28,0.13,134040.66,Delivered,Yes,Hyderabad
SO00452,PRD0017,CUST0102,WH001,2025-11-14,2025-11-17,2025-11-17,65,898.52,0.03,56651.69,Delivered,Yes,Mumbai
SO00453,PRD0097,CUST0158,WH002,2026-02-28,2026-03-06,,45,1109.0,0.19,40423.05,Processing,No,Bangalore
SO00454,PRD0001,CUST0004,WH005,2025-11-11,2025-11-19,2025-11-19,37,3710.34,0.1,123554.32,Delivered,Yes,Delhi
SO00455,PRD0060,CUST0180,WH004,2025-07-29,2025-07-31,2025-08-03,83,4529.66,0.07,349644.46,Delivered,No,Bangalore
SO00456,PRD0086,CUST0069,WH003,2025-04-13,2025-04-23,,73,1805.94,0.02,129196.95,Processing,No,Kanpur
SO00457,PRD0018,CUST0035,WH001,2025-11-13,2025-11-26,,96,74.36,0.05,6781.63,Processing,No,Bangalore
SO00458,PRD0069,CUST0150,WH007,2026-03-04,2026-03-09,,45,1433.34,0.18,52890.25,Cancelled,No,Kolkata
SO00459,PRD0052,CUST0015,WH005,2025-08-04,2025-08-10,2025-08-10,99,4858.41,0.04,461743.29,Delivered,Yes,Kolkata
SO00460,PRD0099,CUST0103,WH004,2025-07-14,2025-07-18,2025-07-20,8,3950.54,0.14,27179.72,Delivered,No,Pune
SO00461,PRD0056,CUST0104,WH004,2025-08-05,2025-08-13,,4,1966.0,0.1,7077.6,Cancelled,No,Mumbai
SO00462,PRD0071,CUST0139,WH007,2025-09-03,2025-09-04,,84,687.21,0.04,55416.61,Shipped,No,Delhi
SO00463,PRD0093,CUST0016,WH003,2025-07-21,2025-08-02,2025-08-09,43,1895.09,0.12,71710.21,Delivered,No,Coimbatore
SO00464,PRD0029,CUST0030,WH007,2025-04-24,2025-04-29,2025-05-02,58,958.78,0.11,49492.22,Delivered,No,Surat
SO00465,PRD0007,CUST0192,WH008,2026-03-10,2026-03-23,,35,3299.83,0.17,95860.06,Cancelled,No,Coimbatore
SO00466,PRD0097,CUST0095,WH008,2025-07-11,2025-07-21,2025-07-26,27,1109.0,0.2,23954.4,Delivered,No,Ahmedabad
SO00467,PRD0001,CUST0175,WH004,2025-04-14,2025-04-26,2025-04-26,67,3710.34,0.03,241135.0,Delivered,Yes,Kanpur
SO00468,PRD0073,CUST0058,WH005,2025-11-13,2025-11-24,2025-11-23,24,4643.43,0.08,102526.93,Delivered,Yes,Kanpur
SO00469,PRD0079,CUST0125,WH004,2025-09-19,2025-09-30,2025-09-29,85,3243.13,0.1,248099.44,Delivered,Yes,Surat
SO00470,PRD0040,CUST0184,WH006,2025-04-29,2025-05-05,2025-05-07,99,3489.93,0.1,310952.76,Delivered,No,Pune
SO00471,PRD0079,CUST0152,WH001,2025-11-25,2025-12-04,,75,3243.13,0.04,233505.36,Processing,No,Nagpur
SO00472,PRD0085,CUST0199,WH006,2025-12-18,2025-12-26,,59,4254.94,0.01,248531.05,Cancelled,No,Hyderabad
SO00473,PRD0011,CUST0134,WH005,2025-07-07,2025-07-08,2025-07-06,57,1875.71,0.01,105846.32,Delivered,Yes,Kanpur
SO00474,PRD0085,CUST0063,WH005,2026-01-23,2026-01-29,,93,4254.94,0.0,395709.42,Cancelled,No,Kolkata
SO00475,PRD0083,CUST0070,WH006,2025-11-21,2025-11-28,2025-12-02,86,3433.07,0.04,283434.26,Delivered,No,Kochi
SO00476,PRD0008,CUST0057,WH001,2025-11-09,2025-11-17,,23,3084.59,0.19,57465.91,Shipped,No,Coimbatore
SO00477,PRD0033,CUST0192,WH005,2025-09-18,2025-09-30,,98,2415.44,0.18,194104.76,Cancelled,No,Coimbatore
SO00478,PRD0090,CUST0148,WH007,2025-04-11,2025-04-15,2025-04-19,43,3139.3,0.09,122840.81,Delivered,No,Surat
SO00479,PRD0015,CUST0170,WH007,2025-12-08,2025-12-09,,78,681.38,0.11,47301.4,Shipped,No,Surat
SO00480,PRD0052,CUST0113,WH002,2025-07-25,2025-07-30,,63,4858.41,0.01,303019.03,Cancelled,No,Ahmedabad
SO00481,PRD0016,CUST0041,WH008,2025-05-13,2025-05-22,,96,3671.73,0.17,292563.45,Processing,No,Coimbatore
SO00482,PRD0044,CUST0171,WH005,2026-02-10,2026-02-14,,78,3134.07,0.18,200455.12,Shipped,No,Lucknow
SO00483,PRD0037,CUST0129,WH002,2025-08-16,2025-08-24,,85,1693.2,0.07,133847.46,Shipped,No,Jaipur
SO00484,PRD0056,CUST0001,WH008,2026-03-05,2026-03-17,,25,1966.0,0.12,43252.0,Cancelled,No,Jaipur
SO00485,PRD0025,CUST0152,WH008,2025-12-23,2026-01-02,,25,2111.07,0.08,48554.61,Shipped,No,Nagpur
SO00486,PRD0022,CUST0111,WH008,2025-11-17,2025-11-30,2025-12-06,39,1820.46,0.07,66028.08,Delivered,No,Pune
SO00487,PRD0084,CUST0153,WH001,2025-08-29,2025-09-03,2025-09-10,70,1046.01,0.13,63702.01,Delivered,No,Delhi
SO00488,PRD0099,CUST0184,WH004,2025-07-22,2025-07-31,2025-08-05,92,3950.54,0.18,298028.74,Delivered,No,Pune
SO00489,PRD0031,CUST0180,WH003,2025-04-23,2025-04-26,,22,3578.26,0.08,72423.98,Processing,No,Bangalore
SO00490,PRD0019,CUST0147,WH006,2026-01-02,2026-01-05,,78,4716.38,0.0,367877.64,Cancelled,No,Lucknow
SO00491,PRD0029,CUST0077,WH004,2025-07-21,2025-07-28,2025-07-27,41,958.78,0.12,34592.78,Delivered,Yes,Kochi
SO00492,PRD0077,CUST0084,WH006,2025-12-03,2025-12-13,2025-12-13,62,645.7,0.19,32427.05,Delivered,Yes,Ahmedabad
SO00493,PRD0064,CUST0028,WH004,2025-09-30,2025-10-08,,95,1528.35,0.2,116154.6,Processing,No,Surat
SO00494,PRD0067,CUST0106,WH002,2026-02-21,2026-02-23,2026-02-26,95,2944.43,0.04,268532.02,Delivered,No,Pune
SO00495,PRD0023,CUST0079,WH005,2025-09-15,2025-09-19,2025-09-24,74,1623.61,0.19,97319.18,Delivered,No,Delhi
SO00496,PRD0039,CUST0129,WH005,2025-06-17,2025-06-21,2025-06-22,83,3144.28,0.06,245316.73,Delivered,No,Jaipur
SO00497,PRD0057,CUST0174,WH008,2026-02-21,2026-03-01,2026-03-05,9,4906.51,0.12,38859.56,Delivered,No,Mumbai
SO00498,PRD0035,CUST0055,WH006,2025-07-31,2025-08-07,,13,2218.25,0.17,23934.92,Cancelled,No,Kochi
SO00499,PRD0036,CUST0121,WH007,2025-12-01,2025-12-08,2025-12-06,19,2595.06,0.02,48320.02,Delivered,Yes,Delhi
SO00500,PRD0092,CUST0146,WH007,2025-04-02,2025-04-03,2025-04-01,22,2345.24,0.1,46435.75,Delivered,Yes,Nagpur
SO00501,PRD0007,CUST0139,WH003,2025-12-22,2025-12-29,2026-01-05,99,3299.83,0.11,290748.02,Delivered,No,Delhi
SO00502,PRD0030,CUST0197,WH003,2025-05-30,2025-06-13,,86,4593.93,0.18,323963.94,Processing,No,Pune
SO00503,PRD0092,CUST0165,WH008,2025-06-05,2025-06-19,,8,2345.24,0.15,15947.63,Shipped,No,Bangalore
SO00504,PRD0090,CUST0062,WH001,2025-07-19,2025-07-25,2025-07-25,42,3139.3,0.05,125258.07,Delivered,Yes,Nagpur
SO00505,PRD0040,CUST0148,WH005,2025-10-22,2025-11-02,2025-11-06,25,3489.93,0.02,85503.28,Delivered,No,Surat
SO00506,PRD0088,CUST0020,WH007,2025-07-15,2025-07-27,2025-07-30,28,3141.65,0.18,72132.28,Delivered,No,Hyderabad
SO00507,PRD0012,CUST0020,WH003,2025-04-01,2025-04-15,,77,4408.94,0.04,325908.84,Shipped,No,Hyderabad
SO00508,PRD0041,CUST0151,WH008,2025-07-13,2025-07-25,,60,4208.92,0.13,219705.62,Processing,No,Kochi
SO00509,PRD0076,CUST0123,WH003,2025-05-19,2025-06-02,,22,2008.76,0.14,38005.74,Cancelled,No,Hyderabad
SO00510,PRD0093,CUST0190,WH007,2025-08-26,2025-09-03,2025-09-07,100,1895.09,0.04,181928.64,Delivered,No,Chennai
SO00511,PRD0008,CUST0004,WH006,2025-10-01,2025-10-08,,87,3084.59,0.12,236156.21,Processing,No,Delhi
SO00512,PRD0036,CUST0024,WH007,2025-04-08,2025-04-14,2025-04-13,10,2595.06,0.15,22058.01,Delivered,Yes,Coimbatore
SO00513,PRD0007,CUST0018,WH001,2025-11-06,2025-11-12,2025-11-14,98,3299.83,0.16,271642.01,Delivered,No,Chennai
SO00514,PRD0030,CUST0197,WH001,2026-01-06,2026-01-15,,18,4593.93,0.17,68633.31,Shipped,No,Pune
SO00515,PRD0066,CUST0172,WH005,2025-09-01,2025-09-02,,42,1485.58,0.09,56778.87,Shipped,No,Bangalore
SO00516,PRD0056,CUST0087,WH004,2025-05-20,2025-05-24,,13,1966.0,0.06,24024.52,Cancelled,No,Jaipur
SO00517,PRD0081,CUST0151,WH005,2025-11-02,2025-11-13,2025-11-15,84,2414.08,0.12,178448.79,Delivered,No,Kochi
SO00518,PRD0027,CUST0121,WH004,2025-06-18,2025-07-01,2025-07-08,91,860.35,0.11,69679.75,Delivered,No,Delhi
SO00519,PRD0025,CUST0035,WH003,2025-06-22,2025-07-03,2025-07-06,87,2111.07,0.11,163460.15,Delivered,No,Bangalore
SO00520,PRD0079,CUST0052,WH007,2025-09-23,2025-10-06,,50,3243.13,0.04,155670.24,Cancelled,No,Lucknow
SO00521,PRD0049,CUST0128,WH007,2025-04-14,2025-04-19,,26,1070.46,0.11,24770.44,Cancelled,No,Bangalore
SO00522,PRD0099,CUST0176,WH005,2025-06-18,2025-06-19,,92,3950.54,0.17,301663.23,Processing,No,Coimbatore
SO00523,PRD0039,CUST0018,WH002,2025-12-18,2025-12-31,,58,3144.28,0.19,147718.27,Shipped,No,Chennai
SO00524,PRD0033,CUST0087,WH002,2026-01-23,2026-01-25,2026-01-30,30,2415.44,0.13,63042.98,Delivered,No,Jaipur
SO00525,PRD0092,CUST0045,WH004,2025-03-31,2025-04-07,,43,2345.24,0.0,100845.32,Processing,No,Hyderabad
SO00526,PRD0084,CUST0137,WH005,2025-05-02,2025-05-10,2025-05-13,87,1046.01,0.02,89182.81,Delivered,No,Kochi
SO00527,PRD0011,CUST0092,WH002,2026-01-28,2026-02-06,2026-02-09,12,1875.71,0.13,19582.41,Delivered,No,Kolkata
SO00528,PRD0050,CUST0099,WH007,2025-06-24,2025-06-26,2025-06-27,12,1912.62,0.13,19967.75,Delivered,No,Kanpur
SO00529,PRD0070,CUST0072,WH005,2025-11-15,2025-11-22,,17,2632.52,0.2,35802.27,Shipped,No,Chennai
SO00530,PRD0050,CUST0189,WH008,2025-07-18,2025-07-26,2025-08-02,14,1912.62,0.05,25437.85,Delivered,No,Mumbai
SO00531,PRD0095,CUST0036,WH006,2025-12-31,2026-01-14,,48,453.32,0.08,20018.61,Cancelled,No,Nagpur
SO00532,PRD0059,CUST0142,WH002,2025-08-02,2025-08-04,,53,2580.04,0.16,114863.38,Processing,No,Kochi
SO00533,PRD0025,CUST0026,WH008,2025-03-13,2025-03-25,,88,2111.07,0.08,170912.23,Shipped,No,Pune
SO00534,PRD0058,CUST0189,WH003,2025-04-17,2025-04-18,2025-04-21,7,706.89,0.14,4255.48,Delivered,No,Mumbai
SO00535,PRD0013,CUST0023,WH006,2025-05-07,2025-05-11,2025-05-09,99,4659.9,0.02,452103.5,Delivered,Yes,Bangalore
SO00536,PRD0005,CUST0141,WH005,2025-07-16,2025-07-19,,84,1210.42,0.07,94558.01,Shipped,No,Ahmedabad
SO00537,PRD0001,CUST0068,WH003,2025-05-14,2025-05-22,,89,3710.34,0.06,310407.04,Shipped,No,Kolkata
SO00538,PRD0074,CUST0092,WH007,2026-01-17,2026-01-23,,83,4189.13,0.17,288589.17,Shipped,No,Kolkata
SO00539,PRD0059,CUST0075,WH006,2025-04-27,2025-05-11,,47,2580.04,0.15,103072.6,Shipped,No,Chennai
SO00540,PRD0100,CUST0033,WH008,2026-02-01,2026-02-05,,18,3938.86,0.12,62391.54,Cancelled,No,Kolkata
SO00541,PRD0008,CUST0138,WH003,2026-01-08,2026-01-16,,39,3084.59,0.02,117893.03,Shipped,No,Kochi
SO00542,PRD0083,CUST0082,WH004,2025-04-07,2025-04-08,2025-04-06,56,3433.07,0.1,173026.73,Delivered,Yes,Delhi
SO00543,PRD0097,CUST0126,WH003,2025-09-11,2025-09-21,2025-09-21,31,1109.0,0.05,32660.05,Delivered,Yes,Nagpur
SO00544,PRD0080,CUST0081,WH008,2025-12-08,2025-12-18,2025-12-22,98,202.98,0.14,17107.15,Delivered,No,Coimbatore
SO00545,PRD0091,CUST0073,WH006,2025-05-05,2025-05-07,2025-05-12,82,4316.09,0.0,353919.38,Delivered,No,Jaipur
SO00546,PRD0032,CUST0093,WH003,2025-11-18,2025-11-25,2025-11-29,43,762.23,0.04,31464.85,Delivered,No,Kanpur
SO00547,PRD0100,CUST0135,WH008,2025-10-28,2025-11-11,,29,3938.86,0.17,94808.36,Shipped,No,Mumbai
SO00548,PRD0051,CUST0084,WH005,2025-04-25,2025-05-08,2025-05-11,27,2110.12,0.16,47857.52,Delivered,No,Ahmedabad
SO00549,PRD0004,CUST0148,WH003,2025-09-23,2025-10-07,2025-10-07,70,1617.34,0.12,99628.14,Delivered,Yes,Surat
SO00550,PRD0058,CUST0063,WH006,2026-02-26,2026-03-06,,68,706.89,0.01,47587.83,Cancelled,No,Kolkata
SO00551,PRD0057,CUST0200,WH002,2025-03-18,2025-04-01,,20,4906.51,0.12,86354.58,Shipped,No,Lucknow
SO00552,PRD0039,CUST0030,WH001,2025-11-16,2025-11-17,,84,3144.28,0.08,242989.96,Processing,No,Surat
SO00553,PRD0071,CUST0115,WH003,2025-05-21,2025-05-27,2025-06-01,15,687.21,0.17,8555.76,Delivered,No,Pune
SO00554,PRD0057,CUST0111,WH006,2025-09-08,2025-09-09,,51,4906.51,0.02,245227.37,Shipped,No,Pune
SO00555,PRD0010,CUST0125,WH001,2025-05-29,2025-06-08,2025-06-09,56,2761.16,0.17,128338.72,Delivered,No,Surat
SO00556,PRD0060,CUST0174,WH002,2025-12-11,2025-12-19,2025-12-22,74,4529.66,0.01,331842.89,Delivered,No,Mumbai
SO00557,PRD0055,CUST0146,WH008,2026-01-18,2026-01-20,2026-01-25,85,1088.78,0.17,76813.43,Delivered,No,Nagpur
SO00558,PRD0014,CUST0168,WH008,2025-06-09,2025-06-20,,61,480.49,0.09,26672.0,Cancelled,No,Kochi
SO00559,PRD0099,CUST0193,WH007,2026-02-09,2026-02-16,,26,3950.54,0.02,100659.76,Cancelled,No,Nagpur
SO00560,PRD0028,CUST0046,WH006,2025-05-17,2025-05-27,2025-05-31,57,3188.13,0.01,179906.18,Delivered,No,Jaipur
SO00561,PRD0088,CUST0008,WH008,2025-07-09,2025-07-19,,87,3141.65,0.01,270590.31,Shipped,No,Bangalore
SO00562,PRD0003,CUST0046,WH001,2025-07-30,2025-08-07,2025-08-14,54,4021.49,0.17,180243.18,Delivered,No,Jaipur
SO00563,PRD0025,CUST0174,WH006,2025-12-09,2025-12-23,2025-12-23,78,2111.07,0.17,136670.67,Delivered,Yes,Mumbai
SO00564,PRD0057,CUST0055,WH006,2025-04-05,2025-04-14,2025-04-12,66,4906.51,0.13,281731.8,Delivered,Yes,Kochi
SO00565,PRD0065,CUST0132,WH001,2026-02-06,2026-02-14,,67,4696.01,0.06,295754.71,Processing,No,Jaipur
SO00566,PRD0049,CUST0098,WH003,2026-02-01,2026-02-09,,73,1070.46,0.11,69547.79,Shipped,No,Hyderabad
SO00567,PRD0091,CUST0109,WH002,2025-12-27,2026-01-05,2026-01-07,100,4316.09,0.04,414344.64,Delivered,No,Surat
SO00568,PRD0070,CUST0032,WH001,2025-07-26,2025-08-01,,52,2632.52,0.2,109512.83,Processing,No,Coimbatore
SO00569,PRD0055,CUST0086,WH003,2025-10-24,2025-11-05,,69,1088.78,0.14,64608.21,Shipped,No,Kolkata
SO00570,PRD0015,CUST0107,WH005,2025-09-18,2025-09-21,,33,681.38,0.18,18438.14,Shipped,No,Jaipur
SO00571,PRD0058,CUST0152,WH003,2025-04-11,2025-04-14,,30,706.89,0.0,21206.7,Cancelled,No,Nagpur
SO00572,PRD0028,CUST0118,WH008,2025-12-17,2025-12-30,2026-01-06,92,3188.13,0.09,266910.24,Delivered,No,Kanpur
SO00573,PRD0070,CUST0002,WH004,2025-04-17,2025-04-23,2025-04-28,43,2632.52,0.12,99614.56,Delivered,No,Nagpur
SO00574,PRD0036,CUST0179,WH007,2025-07-09,2025-07-15,2025-07-14,25,2595.06,0.17,53847.5,Delivered,Yes,Lucknow
SO00575,PRD0004,CUST0161,WH003,2026-01-16,2026-01-29,2026-02-02,58,1617.34,0.17,77858.75,Delivered,No,Kolkata
SO00576,PRD0048,CUST0055,WH002,2025-05-16,2025-05-28,,12,2799.75,0.01,33261.03,Cancelled,No,Kochi
SO00577,PRD0006,CUST0101,WH001,2025-12-02,2025-12-08,,58,969.4,0.15,47791.42,Shipped,No,Chennai
SO00578,PRD0024,CUST0200,WH006,2025-04-03,2025-04-12,2025-04-14,3,1118.49,0.11,2986.37,Delivered,No,Lucknow
SO00579,PRD0073,CUST0128,WH001,2025-05-06,2025-05-15,2025-05-17,97,4643.43,0.17,373842.55,Delivered,No,Bangalore
SO00580,PRD0087,CUST0179,WH001,2025-05-14,2025-05-19,,83,2218.99,0.17,152866.22,Processing,No,Lucknow
SO00581,PRD0016,CUST0145,WH005,2025-04-29,2025-05-12,2025-05-13,58,3671.73,0.02,208701.13,Delivered,No,Kolkata
SO00582,PRD0010,CUST0065,WH003,2025-09-23,2025-10-06,2025-10-04,73,2761.16,0.06,189470.8,Delivered,Yes,Ahmedabad
SO00583,PRD0044,CUST0171,WH003,2025-08-16,2025-08-27,2025-08-28,85,3134.07,0.02,261068.03,Delivered,No,Lucknow
SO00584,PRD0046,CUST0027,WH003,2025-08-28,2025-09-07,,82,3056.69,0.05,238116.15,Shipped,No,Lucknow
SO00585,PRD0033,CUST0131,WH004,2025-08-25,2025-09-03,2025-09-04,16,2415.44,0.18,31690.57,Delivered,No,Bangalore
SO00586,PRD0019,CUST0188,WH003,2025-11-10,2025-11-24,,9,4716.38,0.07,39476.1,Processing,No,Lucknow
SO00587,PRD0032,CUST0125,WH008,2025-05-13,2025-05-22,,10,762.23,0.14,6555.18,Cancelled,No,Surat
SO00588,PRD0038,CUST0057,WH006,2025-03-23,2025-03-30,,3,1808.04,0.01,5369.88,Processing,No,Coimbatore
SO00589,PRD0025,CUST0167,WH006,2025-10-15,2025-10-23,,7,2111.07,0.06,13890.84,Processing,No,Coimbatore
SO00590,PRD0004,CUST0100,WH006,2025-03-27,2025-04-08,2025-04-10,77,1617.34,0.05,118308.42,Delivered,No,Lucknow
SO00591,PRD0034,CUST0080,WH002,2025-12-28,2026-01-10,2026-01-16,9,4238.6,0.07,35477.08,Delivered,No,Kolkata
SO00592,PRD0010,CUST0103,WH003,2025-10-11,2025-10-21,2025-10-28,33,2761.16,0.18,74716.99,Delivered,No,Pune
SO00593,PRD0022,CUST0143,WH001,2025-06-25,2025-07-03,,73,1820.46,0.18,108972.74,Processing,No,Kolkata
SO00594,PRD0029,CUST0139,WH006,2025-10-14,2025-10-28,,81,958.78,0.2,62128.94,Cancelled,No,Delhi
SO00595,PRD0063,CUST0149,WH004,2025-06-17,2025-06-27,,21,4575.75,0.09,87442.58,Cancelled,No,Kochi
SO00596,PRD0004,CUST0200,WH007,2025-09-25,2025-10-09,,77,1617.34,0.01,123289.83,Processing,No,Lucknow
SO00597,PRD0076,CUST0011,WH002,2026-01-15,2026-01-25,,55,2008.76,0.19,89490.26,Processing,No,Nagpur
SO00598,PRD0095,CUST0115,WH002,2025-06-09,2025-06-10,,55,453.32,0.17,20694.06,Cancelled,No,Pune
SO00599,PRD0068,CUST0086,WH005,2025-05-07,2025-05-16,2025-05-18,40,769.95,0.17,25562.34,Delivered,No,Kolkata
SO00600,PRD0015,CUST0162,WH007,2025-07-02,2025-07-09,,55,681.38,0.17,31105.0,Cancelled,No,Bangalore
SO00601,PRD0023,CUST0036,WH005,2025-11-17,2025-11-24,2025-11-23,62,1623.61,0.15,85564.25,Delivered,Yes,Nagpur
SO00602,PRD0057,CUST0095,WH007,2026-02-13,2026-02-24,2026-03-03,36,4906.51,0.03,171335.33,Delivered,No,Ahmedabad
SO00603,PRD0055,CUST0144,WH002,2025-07-01,2025-07-02,,61,1088.78,0.01,65751.42,Shipped,No,Bangalore
SO00604,PRD0086,CUST0004,WH003,2026-02-09,2026-02-10,2026-02-16,96,1805.94,0.2,138696.19,Delivered,No,Delhi
SO00605,PRD0084,CUST0013,WH001,2025-09-28,2025-10-07,2025-10-09,87,1046.01,0.0,91002.87,Delivered,No,Kanpur
SO00606,PRD0030,CUST0039,WH008,2025-08-09,2025-08-19,,62,4593.93,0.1,256341.29,Cancelled,No,Kanpur
SO00607,PRD0066,CUST0157,WH008,2026-01-18,2026-01-29,,90,1485.58,0.06,125680.07,Processing,No,Kanpur
SO00608,PRD0061,CUST0099,WH008,2025-12-08,2025-12-16,2025-12-18,1,145.59,0.01,144.13,Delivered,No,Kanpur
SO00609,PRD0004,CUST0038,WH008,2025-07-06,2025-07-07,2025-07-06,47,1617.34,0.01,75254.83,Delivered,Yes,Jaipur
SO00610,PRD0082,CUST0187,WH002,2025-03-24,2025-04-06,,53,3161.39,0.02,164202.6,Processing,No,Ahmedabad
SO00611,PRD0034,CUST0058,WH003,2025-06-08,2025-06-14,,72,4238.6,0.12,268557.7,Processing,No,Kanpur
SO00612,PRD0093,CUST0044,WH002,2026-02-21,2026-02-24,2026-02-26,79,1895.09,0.06,140729.38,Delivered,No,Jaipur
